73347;Herveo
5353;Hispania
41349;Hobo
73349;Honda
73001;Ibagué
73352;Icononzo
52352;Iles
52354;Imués
94001;Inírida
19355;Inzá
52356;Ipiales
41357;Iquira
41359;Isnos
27361;Istmina
5360;Itagui
5361;Ituango
15362;Iza
19364;Jambaló
76364;Jamundí
5364;Jardín
15367;Jenesano
5368;Jericó
15368;Jericó
25368;Jerusalén
68368;Jesœs María
68370;Jordán
8372;Juan de Acosta
25372;Junín
27372;Juradó
23350;La Apartada
41378;La Argentina
68377;La Belleza
25377;La Calera
15380;La Capilla
5376;La Ceja
66383;La Celia
91405;La Chorrera
52378;La Cruz
76377;La Cumbre
17380;La Dorada
54385;La Esperanza
5380;La Estrella
52381;La Florida
20383;La Gloria
20400;La Jagua de Ibirico
44420;La Jagua del Pilar
52385;La Llanada
50350;La Macarena
17388;La Merced
25386;La Mesa
18410;La Montañita
25394;La Palma
20621;La Paz
68397;La Paz
91407;La Pedrera
25398;La Peña
5390;La Pintada
41396;La Plata
54398;La Playa
99524;La Primavera
85136;La Salina
19392;La Sierra
63401;La Tebaida
52390;La Tola
76400;La Unión
52399;La Unión
5400;La Unión
70400;La Unión
15403;La Uvita
19397;La Vega
25402;La Vega
15401;La Victoria
76403;La Victoria
91430;La Victoria
66400;La Virginia
54377;Labateca
15377;Labranzagrande
68385;Landázuri
68406;Lebríja
86573;Leguízamo
52405;Leiva
50400;Lejanías
25407;Lenguazaque
73408;Lérida
91001;Leticia
73411;Líbano
5411;Liborina
52411;Linares
27413;Lloró
19418;López
23417;Lorica
52418;Los Andes
23419;Los Córdobas
70418;Los Palmitos
54405;Los Patios
68418;Los Santos
54418;Lourdes
8421;Luruaco
15425;Macanal
68425;Macaravita
5425;Maceo
25426;Macheta
25430;Madrid
13430;Magangué
52427;Magüi
13433;Mahates
44430;Maicao
70429;Majagual
68432;Málaga
8433;Malambo
52435;Mallama
8436;Manatí
20443;Manaure
44560;Manaure
85139;Maní
17001;Manizales
25436;Manta
17433;Manzanares
50325;Mapiripán
94663;Mapiripana
13440;Margarita
13442;María la Baja
5440;Marinilla
15442;Maripí
73443;Mariquita
17442;Marmato
17444;Marquetalia
66440;Marsella
17446;Marulanda
68444;Matanza
5001;Medellín
25438;Medina
27425;Medio Atrato
27430;Medio Baudó
27450;Medio San Juan
73449;Melgar
19450;Mercaderes
50330;Mesetas
18460;Milán
15455;Miraflores
95200;Miraflores
19455;Miranda
91460;Miriti - Paraná
66456;Mistrató
97001;Mitœ
86001;Mocoa
68464;Mogotes
68468;Molagavita
23464;Momil
13468;Mompós
15464;Mongua
15466;Monguí
15469;Moniquirá
5467;Montebello
13458;Montecristo
23466;Montelíbano
63470;Montenegro
23001;Montería
85162;Monterrey
23500;Moñitos
19473;Morales
13473;Morales
18479;Morelia
70473;Morroa
52473;Mosquera
25473;Mosquera
15476;Motavita
73461;Murillo
5475;Murindó
5480;Mutatá
54480;Mutiscua
15480;Muzo
5483;Nariño
52480;Nariño
25483;Nariño
41483;Nátaga
73483;Natagaima
5495;Nechí
5490;Necoclí
17486;Neira
41001;Neiva
25486;Nemocón
25488;Nilo
25489;Nimaima
15491;Nobsa
25491;Nocaima
17495;Norcasia
13490;Norosí
27491;Nóvita
47460;Nueva Granada
15494;Nuevo Colón
85225;Nunchía
27495;Nuquí
76497;Obando
68498;Ocamonte
54498;Ocaña
68500;Oiba
15500;Oicatá
5501;Olaya
52490;Olaya Herrera
68502;Onzaga
41503;Oporapa
86320;Orito
85230;Orocué
73504;Ortega
52506;Ospina
15507;Otanche
70508;Ovejas
15511;Pachavita
25513;Pacho
17513;Pácora
19513;Padilla
19517;Paez
15514;Páez
41518;Paicol
20517;Pailitas
25518;Paime
15516;Paipa
15518;Pajarito
41524;Palermo
41530;Palestina
17524;Palestina
68522;Palmar
8520;Palmar de Varela
68524;Palmas del Socorro
76520;Palmira
70523;Palmito
73520;Palocabildo
54518;Pamplona
54520;Pamplonita
25524;Pandi
15522;Panqueba
68533;Páramo
25530;Paratebueno
25535;Pasca
52001;Pasto
19532;Patía
15531;Pauna
15533;Paya
85250;Paz de Ariporo
15537;Paz de Río
47541;Pedraza
20550;Pelaya
17541;Pensilvania
5541;Peñol
5543;Peque
66001;Pereira
15542;Pesca
19533;Piamonte
68547;Piedecuesta
73547;Piedras
19548;Piendamó
63548;Pijao
47545;Pijiño del Carmen
68549;Pinchote
13549;Pinillos
8549;Piojó
15550;Pisba
41548;Pital
41551;Pitalito
47551;Pivijay
73555;Planadas
23555;Planeta Rica
47555;Plato
52540;Policarpa
8558;Polonuevo
8560;Ponedera
19001;Popayán
85263;Pore
52560;Potosí
76563;Pradera
73563;Prado
52565;Providencia
88564;Providencia
20570;Pueblo Bello
23570;Pueblo Nuevo
66572;Pueblo Rico
5576;Pueblorrico
47570;Puebloviejo
68572;Puente Nacional
52573;Puerres
91530;Puerto Alegría
91536;Puerto Arica
86568;Puerto Asís
5579;Puerto Berrío
15572;Puerto Boyacá
86569;Puerto Caicedo
99001;Puerto Carreño
8573;Puerto Colombia
50450;Puerto Concordia
23574;Puerto Escondido
50568;Puerto Gaitán
86571;Puerto Guzmán
23580;Puerto Libertador
50577;Puerto Lleras
50573;Puerto López
5585;Puerto Nare
91540;Puerto Nariño
68573;Puerto Parra
50590;Puerto Rico
18592;Puerto Rico
81591;Puerto Rondón
25572;Puerto Salgar
54553;Puerto Santander
91669;Puerto Santander
19573;Puerto Tejada
5591;Puerto Triunfo
68575;Puerto Wilches
25580;Pulí
52585;Pupiales
19585;Puracé
73585;Purificación
23586;Purísima
25592;Quebradanegra
25594;Quetame
27001;Quibdó
63594;Quimbaya
66594;Quinchía
15580;Quípama
25596;Quipile
54599;Ragonvalia
15599;Ramiriquí
15600;Ráquira
85279;Recetor
13580;Regidor
5604;Remedios
47605;Remolino
8606;Repelón
76606;Restrepo
50606;Restrepo
5607;Retiro
25612;Ricaurte
52612;Ricaurte
20614;Río de Oro
27580;Río Iro
27600;Río Quito
13600;Río Viejo
73616;Rioblanco
76616;Riofrío
44001;Riohacha
68615;Rionegro
5615;Rionegro
27615;Riosucio
17614;Riosucio
17616;Risaralda
41615;Rivera
52621;Roberto Payán
76622;Roldanillo
73622;Roncesvalles
15621;Rondón
19622;Rosas
73624;Rovira
68655;Sabana de Torres
8634;Sabanagrande
85300;Sabanalarga
5628;Sabanalarga
8638;Sabanalarga
47660;Sabanas de San Angel
5631;Sabaneta
15632;Saboyá
85315;Sácama
15638;Sáchica
23660;Sahagœn
41660;Saladoblanco
17653;Salamina
47675;Salamina
54660;Salazar
73671;Saldaña
63690;Salento
5642;Salgar
15646;Samacá
17662;Samaná
52678;Samaniego
70670;Sampués
41668;San Agustín
20710;San Alberto
68669;San Andrés
88001;San Andrés
5647;San Andrés de Cuerquía
52835;San Andres de Tumaco
23670;San Andrés Sotavento
23672;San Antero
73675;San Antonio
25645;San Antonio del Tequendama
68673;San Benito
70678;San Benito Abad
52685;San Bernardo
25649;San Bernardo
23675;San Bernardo del Viento
54670;San Calixto
23678;San Carlos
5649;San Carlos
50680;San Carlos de Guaroa
54673;San Cayetano
25653;San Cayetano
13620;San Cristóbal
20750;San Diego
15660;San Eduardo
13647;San Estanislao
13650;San Fernando
25658;San Francisco
5652;San Francisco
86755;San Francisco
68679;San Gil
13654;San Jacinto
13655;San Jacinto del Cauca
5656;San Jerónimo
68682;San Joaquín
17665;San José
5658;San José de la Montaña
68684;San José de Miranda
15664;San José de Pare
23682;San José de Uré
18610;San José del Fragua
95001;San José del Guaviare
27660;San José del Palmar
50683;San Juan de Arama
70702;San Juan de Betulia
25662;San Juan de Río Seco
5659;San Juan de Urabá
44650;San Juan del Cesar
13657;San Juan Nepomuceno
50686;San Juanito
52687;San Lorenzo
73678;San Luis
5660;San Luis
15667;San Luis de Gaceno
85325;San Luis de Palenque
70742;San Luis de Sincé
70708;San Marcos
50689;San Martín
20770;San Martín
13667;San Martín de Loba
15673;San Mateo
68686;San Miguel
86757;San Miguel
15676;San Miguel de Sema
70713;San Onofre
13670;San Pablo
52693;San Pablo
15681;San Pablo de Borbur
70717;San Pedro
76670;San Pedro
5664;San Pedro
52694;San Pedro de Cartago
5665;San Pedro de Uraba
23686;San Pelayo
5667;San Rafael
5670;San Roque
19693;San Sebastián
47692;San Sebastián de Buenavista
5674;San Vicente
68689;San Vicente de Chucurí
18753;San Vicente del Caguán
47703;San Zenón
52683;Sandoná
47707;Santa Ana
5679;Santa Bárbara
68705;Santa Bárbara
52696;Santa Bárbara
47720;Santa Bárbara de Pinto
13673;Santa Catalina
68720;Santa Helena del Opón
73686;Santa Isabel
8675;Santa Lucía
41676;Santa María
15690;Santa María
47001;Santa Marta
13683;Santa Rosa
19701;Santa Rosa
66682;Santa Rosa de Cabal
5686;Santa Rosa de Osos
15693;Santa Rosa de Viterbo
13688;Santa Rosa del Sur
99624;Santa Rosalía
15696;Santa Sofía
52699;Santacruz
5042;Santafé de Antioquia
15686;Santana
19698;Santander de Quilichao
54680;Santiago
86760;Santiago
70820;Santiago de Tolœ
5690;Santo Domingo
8685;Santo Tomás
66687;Santuario
52720;Sapuyes
81736;Saravena
54720;Sardinata
25718;Sasaima
15720;Sativanorte
15723;Sativasur
5736;Segovia
25736;Sesquilé
76736;Sevilla
15740;Siachoque
25740;Sibaté
86749;Sibundoy
54743;Silos
25743;Silvania
19743;Silvia
68745;Simacota
25745;Simijaca
13744;Simití
70001;Sincelejo
27745;Sipí
47745;Sitionuevo
25754;Soacha
15753;Soatá
15757;Socha
68755;Socorro
15755;Socotá
15759;Sogamoso
18756;Solano
8758;Soledad
18785;Solita
15761;Somondoco
5756;Sonson
5761;Sopetrán
13760;Soplaviento
25758;Sopó
15762;Sora
15764;Soracá
15763;Sotaquirá
19760;Sotara
68770;Suaita
8770;Suan
19780;Suárez
73770;Suárez
41770;Suaza
25769;Subachoque
70771;Sucre
68773;Sucre
19785;Sucre
25772;Suesca
25777;Supatá
17777;Supía
68780;Suratá
25779;Susa
15774;Susacón
15776;Sutamarchán
25781;Sutatausa
15778;Sutatenza
25785;Tabio
27787;Tadó
13780;Talaigua Nuevo
20787;Tamalameque
85400;Támara
81794;Tame
5789;Támesis
52786;Taminango
52788;Tangua
97666;Taraira
91798;Tarapacá
5790;Tarazá
41791;Tarqui
5792;Tarso
15790;Tasco
85410;Tauramena
25793;Tausa
41799;Tello
25797;Tena
47798;Tenerife
25799;Tenjo
15798;Tenza
54800;Teorama
41801;Teruel
41797;Tesalia
25805;Tibacuy
15804;Tibaná
15806;Tibasosa
25807;Tibirita
54810;Tibœ
23807;Tierralta
41807;Timaná
19807;Timbío
19809;Timbiquí
15808;Tinjacá
15810;Tipacoque
13810;Tiquisio
5809;Titiribí
15814;Toca
25815;Tocaima
25817;Tocancipá
15816;Togüí
54820;Toledo
5819;Toledo
70823;Tolœ Viejo
68820;Tona
15820;Tópaga
25823;Topaipí
19821;Toribio
76823;Toro
15822;Tota
19824;Totoró
85430;Trinidad
76828;Trujillo
8832;Tubará
23815;Tuchín
76834;Tuluá
15001;Tunja
15832;Tununguá
52838;Tœquerres
13836;Turbaco
13838;Turbaná
5837;Turbo
15835;Turmequé
15837;Tuta
15839;Tutazá
25839;Ubalá
25841;Ubaque
76845;Ulloa
15842;Umbita
25845;Une
27800;Unguía
27810;Unión Panamericana
5842;Uramita
50370;Uribe
44847;Uribia
5847;Urrao
44855;Urumita
8849;Usiacurí
25851;òtica
5854;Valdivia
23855;Valencia
68855;Valle de San José
73854;Valle de San Juan
86865;Valle del Guamuez
20001;Valledupar
5856;Valparaíso
18860;Valparaíso
5858;Vegachí
68861;Vélez
73861;Venadillo
5861;Venecia
25506;Venecia
15861;Ventaquemada
25862;Vergara
76863;Versalles
68867;Vetas
25867;Vianí
17867;Victoria
5873;Vigía del Fuerte
76869;Vijes
54871;Villa Caro
15407;Villa de Leyva
25843;Villa de San Diego de Ubate
54874;Villa del Rosario
19845;Villa Rica
86885;Villagarzón
25871;Villagómez
73870;Villahermosa
17873;Villamaría
44874;Villanueva
13873;Villanueva
85440;Villanueva
68872;Villanueva
25873;Villapinzón
73873;Villarrica
50001;Villavicencio
41872;Villavieja
25875;Villeta
25878;Viotá
15879;Viracachá
50711;Vistahermosa
17877;Viterbo
25885;Yacopí
52885;Yacuanquer
41885;Yaguará
5885;Yalí
5887;Yarumal
5890;Yolombó
5893;Yondó
85001;Yopal
76890;Yotoco
76892;Yumbo
13894;Zambrano
68895;Zapatoca
47960;Zapayán
5895;Zaragoza
76895;Zarzal
15897;Zetaquira
25898;Zipacón
25899;Zipaquirá
47980;Zona Bananera
